TRANSMISSION_LINE,trans_lz1,trans_lz2,trans_length_km,trans_efficiency,existing_trans_cap
l88783,2010460,2010396,3.08,0.94,303.18
l88784,2010460,2010396,3.08,0.94,303.18
l88785,2010460,2010396,3.08,0.94,303.18
l88786,2010460,2010396,3.08,0.94,303.18
l88787,2010399,2010400,0.0,0.94,0.0
l88788,2010399,2010401,0.0,0.94,0.0
l88789,2010402,2010403,0.0,0.94,0.0
l88790,2010402,2010404,0.0,0.94,0.0
l88791,2010402,2010405,0.0,0.94,0.0
l88792,2010406,2010431,1.25,0.94,213.5
l88793,2010407,2010437,2.7,0.94,237.17
l88794,2010408,2010409,1.73,0.94,290.78
l88795,2010410,2010452,2.26,0.94,239.94
l88796,2010411,2010428,1.88,0.94,400.0
l88797,2010412,2010413,0.0,0.94,0.0
l88798,2010466,2010412,6.1,0.94,219.92
l88799,2010412,2010729,25.81,0.94,257.34
l88800,2010415,2010414,0.0,0.99,537.76
l88801,2010735,2010414,31.22,0.98,1312.55
l88802,2010414,2010838,15.74,0.98,1170.38
l88803,2010416,2010475,16.49,0.94,224.59
l88804,2010417,2010463,13.2,0.94,253.18
l88805,2010418,2010419,0.0,0.94,0.0
l88806,2010418,2010490,19.25,0.94,226.92
l88807,2010421,2010420,4.68,0.94,243.2
l88808,2010420,2010460,1.62,0.94,413.86
l88809,2010477,2010421,5.76,0.94,215.31
l88810,2010422,2010423,0.0,0.94,0.0
l88811,2010424,2010425,0.0,0.94,0.0
l88812,2010450,2010424,10.01,0.94,280.44
l88813,2010450,2010424,10.01,0.94,280.44
l88814,2010424,2010452,3.3,0.94,257.24
l88815,2010488,2010426,8.93,0.94,210.89
l88816,2010426,2010489,4.6,0.94,215.36
l88817,2010428,2010427,0.0,0.99,483.76
l88818,2010427,2010429,0.0,0.98,0.0
l88819,2010427,2010728,31.04,0.98,1263.14
l88820,2010428,2010447,0.65,0.94,316.94
l88821,2010430,2010431,0.0,0.94,0.0
l88822,2010433,2010432,0.0,0.99,509.57
l88823,2010432,2010462,23.14,0.98,1372.69
l88824,2010432,2010701,105.67,0.98,1337.31
l88825,2010432,2010735,22.32,0.98,1263.59
l88826,2010434,2010433,3.26,0.94,276.83
l88827,2010498,2010433,14.63,0.94,188.28
l88828,2010434,2010475,12.18,0.94,265.37
l88829,2010999,2010435,14.35,0.94,249.99
l88830,2010436,2010437,0.63,0.94,301.41
l88831,2010437,2010438,0.0,0.94,0.0
l88832,2010437,2010454,1.73,0.94,219.74
l88833,2010441,2010440,4.91,0.94,216.15
l88834,2010471,2010440,9.48,0.94,252.43
l88835,2010441,2010495,28.86,0.94,203.9
l88836,2010442,2010443,0.0,0.94,0.0
l88837,2010442,2010444,0.0,0.94,0.0
l88838,2010456,2010443,19.5,0.94,208.97
l88839,2010443,2010471,37.22,0.94,226.18
l88840,2010495,2010443,13.59,0.94,239.91
l88841,2010443,2010759,33.95,0.94,269.11
l88842,2010445,2010446,0.0,0.94,0.0
l88843,2010446,2010458,2.84,0.94,336.64
l88844,2010447,2010448,0.0,0.94,0.0
l88845,2010449,2010463,3.62,0.94,275.82
l88846,2010450,2010451,0.0,0.94,0.0
l88847,2010463,2010450,3.4,0.94,292.48
l88848,2010463,2010450,3.4,0.94,292.48
l88849,2010463,2010450,3.4,0.94,292.48
l88850,2010490,2010450,8.23,0.94,254.2
l88851,2010452,2010483,5.52,0.94,212.55
l88852,2010453,2010454,0.0,0.94,0.0
l88853,2010453,2010455,0.0,0.94,0.0
l88854,2010456,2011037,28.98,0.94,247.61
l88855,2011037,2010457,36.43,0.94,213.66
l88856,2010458,2010460,3.66,0.94,283.12
l88857,2010458,2010460,3.66,0.94,283.12
l88858,2010458,2010460,3.66,0.94,283.12
l88859,2010460,2010459,0.0,0.99,650.11
l88860,2010460,2010459,0.0,0.99,650.11
l88861,2010460,2010459,0.0,0.99,800.0
l88862,2010460,2010459,0.0,0.99,650.11
l88863,2010468,2010459,18.42,0.98,1031.53
l88864,2010459,2010728,33.59,0.98,1226.5
l88865,2010459,2010893,82.97,0.98,1337.32
l88866,2010459,2011075,174.23,0.98,1472.07
l88867,2010463,2010462,0.0,0.99,641.96
l88868,2010463,2010462,0.0,0.99,641.96
l88869,2010463,2010462,0.0,0.99,641.96
l88870,2010462,2010468,24.76,0.98,1062.79
l88871,2010463,2010486,8.62,0.94,250.94
l88872,2010464,2010469,2.66,0.94,255.34
l88873,2010469,2010465,4.55,0.94,240.18
l88874,2010466,2010502,23.33,0.94,185.2
l88875,2010469,2010468,0.0,0.99,501.69
l88876,2010468,2010708,135.67,0.98,1533.44
l88877,2010470,2010471,0.0,0.94,0.0
l88878,2010470,2010472,0.0,0.94,0.0
l88879,2010496,2010471,13.11,0.94,250.2
l88880,2010473,2010474,0.0,0.94,0.0
l88881,2013668,2010476,16.06,0.94,257.31
l88882,2010484,2010477,3.08,0.94,207.63
l88883,2010505,2010477,9.33,0.94,204.89
l88884,2010478,2010479,0.0,0.94,0.0
l88885,2010478,2010480,0.0,0.94,0.0
l88886,2010480,2010481,1.28,0.94,227.98
l88887,2010480,2010952,21.85,0.94,246.69
l88888,2010481,2010482,0.0,0.94,0.0
l88889,2010484,2010481,5.11,0.94,204.16
l88890,2010483,2010485,5.15,0.94,193.95
l88891,2010483,2010866,27.29,0.94,239.25
l88892,2010486,2010485,10.42,0.94,235.51
l88893,2010485,2010492,0.79,0.94,189.37
l88894,2010487,2010492,4.47,0.94,225.53
l88895,2010487,2010502,17.23,0.94,181.39
l88896,2010487,2010801,27.55,0.94,248.32
l88897,2010504,2010488,14.1,0.94,238.95
l88898,2010490,2010491,0.0,0.94,0.0
l88899,2010493,2010494,0.0,0.94,0.0
l88900,2010493,2013368,130.96,0.94,189.6
l88901,2010493,2013376,31.13,0.94,231.36
l88902,2013664,2010493,16.6,0.94,216.25
l88903,2010496,2010497,0.0,0.94,0.0
l88904,2010496,2010805,82.14,0.94,268.95
l88905,2010498,2010501,0.0,0.99,275.2
l88906,2010967,2010498,66.68,0.94,222.53
l88907,2010499,2010501,0.0,0.99,137.6
l88908,2010500,2010501,0.0,0.99,137.6
l88909,2010503,2010510,19.43,0.94,180.63
l88910,2010503,2010512,4.73,0.94,218.71
l88911,2010512,2010504,7.91,0.94,186.12
l88912,2010504,2010729,3.05,0.94,259.97
l88913,2010926,2010505,9.2,0.94,218.02
l88914,2010506,2010507,0.0,0.94,0.0
l88915,2010506,2010525,67.73,0.94,237.64
l88916,2010926,2010506,2.37,0.94,220.32
l88917,2010508,2010509,0.0,0.94,0.0
l88918,2010508,2010510,0.0,0.94,0.0
l88919,2010508,2010511,0.0,0.94,0.0
l88920,2010510,2010926,6.12,0.94,209.48
l88921,2010512,2010513,0.0,0.94,0.0
l88922,2010516,2010512,7.47,0.94,225.3
l88923,2010516,2010514,19.2,0.94,233.73
l88924,2010514,2010518,32.46,0.94,245.73
l88925,2010515,2010538,85.65,0.94,271.66
l88926,2010515,2010801,5.12,0.94,260.02
l88927,2010517,2013380,15.29,0.94,188.17
l88928,2013401,2010517,36.36,0.94,192.03
l88929,2010518,2010556,72.89,0.94,248.7
l88930,2010531,2010519,42.73,0.94,197.19
l88931,2010519,2010967,33.31,0.94,171.91
l88932,2010520,2010521,0.0,0.94,0.0
l88933,2010520,2010522,0.0,0.94,0.0
l88934,2013401,2010522,4.8,0.94,256.77
l88935,2010522,2013517,41.27,0.94,261.54
l88936,2010523,2010527,32.78,0.94,226.46
l88937,2010523,2010967,40.42,0.94,198.54
l88938,2010698,2010524,20.13,0.94,257.98
l88939,2010524,2010952,80.16,0.94,248.53
l88940,2010525,2010538,49.58,0.94,249.68
l88941,2010526,2010705,8.77,0.94,191.67
l88942,2013498,2010526,23.55,0.94,179.1
l88943,2010527,2010528,0.0,0.94,0.0
l88944,2010527,2010566,55.26,0.94,230.66
l88945,2010529,2010535,16.1,0.94,202.44
l88946,2010529,2010745,50.87,0.94,241.67
l88947,2010531,2010530,19.03,0.94,230.97
l88948,2010535,2010530,16.64,0.94,249.58
l88949,2010530,2010542,20.87,0.94,193.11
l88950,2010532,2010533,0.0,0.94,0.0
l88951,2010535,2010532,9.92,0.94,228.47
l88952,2010536,2010532,8.84,0.94,180.15
l88953,2010535,2010534,0.0,0.99,462.35
l88954,2010534,2010681,43.0,0.98,1167.28
l88955,2010536,2010557,31.47,0.94,221.46
l88956,2010537,2010538,0.0,0.94,0.0
l88957,2010537,2010539,0.0,0.94,0.0
l88958,2010709,2010538,15.03,0.94,281.93
l88959,2010709,2010538,15.03,0.94,281.93
l88960,2010709,2010538,15.03,0.94,281.93
l88961,2010541,2010540,8.69,0.94,228.74
l88962,2010540,2010544,24.14,0.94,197.75
l88963,2010980,2010541,17.68,0.94,250.19
l88964,2010542,2010544,7.35,0.94,225.99
l88965,2010543,2010544,0.0,0.94,0.0
l88966,2010543,2010545,0.0,0.94,0.0
l88967,2010544,2010569,62.29,0.94,239.53
l88968,2010546,2010547,0.0,0.94,0.0
l88969,2010556,2010546,35.14,0.94,236.62
l88970,2010546,2010873,31.23,0.94,245.52
l88971,2010548,2010549,0.0,0.94,0.0
l88972,2010550,2010548,9.9,0.94,179.67
l88973,2010548,2010562,12.86,0.94,223.84
l88974,2010550,2010980,44.15,0.94,229.01
l88975,2010551,2010552,0.0,0.94,0.0
l88976,2010551,2010553,0.0,0.94,0.0
l88977,2010553,2010556,27.74,0.94,212.23
l88978,2010579,2010553,63.37,0.94,215.42
l88979,2010554,2010566,18.41,0.94,199.59
l88980,2010554,2011068,46.73,0.94,225.23
l88981,2010555,2010556,0.0,0.94,0.0
l88982,2010557,2010682,30.96,0.94,249.72
l88983,2010559,2010558,2.68,0.94,199.61
l88984,2010719,2010558,16.21,0.94,205.66
l88985,2010559,2010578,46.76,0.94,227.41
l88986,2010560,2010561,0.0,0.94,0.0
l88987,2010560,2010562,0.0,0.94,0.0
l88988,2010562,2010719,11.5,0.94,228.91
l88989,2010563,2010564,0.0,0.94,0.0
l88990,2010563,2010565,0.0,0.94,0.0
l88991,2010873,2010565,8.4,0.94,232.48
l88992,2011076,2010565,13.81,0.94,242.6
l88993,2010566,2013410,35.99,0.94,226.99
l88994,2010567,2010568,0.0,0.94,0.0
l88995,2010575,2010568,23.33,0.94,215.41
l88996,2013410,2010568,43.96,0.94,148.07
l88997,2010569,2010570,0.0,0.94,0.0
l88998,2010576,2010569,30.37,0.94,207.04
l88999,2010569,2010587,39.08,0.94,242.02
l89000,2010571,2010579,25.85,0.94,225.44
l89001,2010749,2010571,8.55,0.94,234.44
l89002,2010572,2010573,0.0,0.94,0.0
l89003,2010572,2010577,22.11,0.94,179.11
l89004,2010572,2010907,30.96,0.94,199.07
l89005,2010574,2010575,0.0,0.94,0.0
l89006,2010575,2010581,20.05,0.94,188.88
l89007,2010575,2013676,36.38,0.94,243.34
l89008,2010576,2010682,28.1,0.94,214.87
l89009,2010810,2010577,18.57,0.94,231.53
l89010,2010578,2010582,7.78,0.94,213.48
l89011,2010578,2011047,29.3,0.94,223.29
l89012,2010579,2010580,0.0,0.94,0.0
l89013,2010589,2010581,17.99,0.94,195.21
l89014,2010900,2010582,17.32,0.94,225.0
l89015,2010583,2010584,0.0,0.94,0.0
l89016,2010583,2010589,5.3,0.94,202.33
l89017,2010583,2010810,21.01,0.94,227.1
l89018,2010587,2010585,7.97,0.94,224.48
l89019,2010585,2010606,30.76,0.94,168.26
l89020,2010587,2010586,0.0,0.99,424.51
l89021,2010586,2010588,0.0,0.98,0.0
l89022,2010586,2010899,32.99,0.98,1161.1
l89023,2010590,2010589,3.15,0.94,182.62
l89024,2010589,2011062,14.25,0.94,159.54
l89025,2010589,2013472,43.57,0.94,227.71
l89026,2010590,2010810,14.52,0.94,209.51
l89027,2010591,2010592,0.0,0.94,0.0
l89028,2010591,2010593,0.0,0.94,0.0
l89029,2010593,2010605,24.96,0.94,155.0
l89030,2013414,2010593,28.2,0.94,194.15
l89031,2010593,2013418,39.1,0.94,201.51
l89032,2010594,2010601,4.04,0.94,219.42
l89033,2010594,2010975,11.56,0.94,237.63
l89034,2010595,2010596,0.0,0.94,0.0
l89035,2010595,2010597,36.89,0.94,195.22
l89036,2010611,2010595,40.21,0.94,211.85
l89037,2010595,2010900,88.97,0.94,187.16
l89038,2010597,2010598,40.0,0.94,168.35
l89039,2010615,2010598,62.64,0.94,196.65
l89040,2010599,2010600,29.74,0.94,208.57
l89041,2010810,2010599,20.11,0.94,212.97
l89042,2010600,2010606,10.91,0.94,193.31
l89043,2010614,2010600,39.75,0.94,210.89
l89044,2010601,2010846,22.99,0.94,201.86
l89045,2010602,2010603,0.0,0.94,0.0
l89046,2010603,2010613,14.32,0.94,225.51
l89047,2010603,2011062,11.64,0.94,189.83
l89048,2010604,2010605,2.54,0.94,215.72
l89049,2011064,2010604,11.16,0.94,241.75
l89050,2010607,2010608,0.0,0.94,0.0
l89051,2010846,2010608,6.59,0.94,222.06
l89052,2010608,2010943,37.44,0.94,220.77
l89053,2010609,2010810,23.17,0.94,225.27
l89054,2010609,2010846,25.21,0.94,216.54
l89055,2010610,2010611,0.0,0.94,0.0
l89056,2010610,2010612,0.0,0.94,0.0
l89057,2011013,2010611,12.93,0.94,226.12
l89058,2010846,2010613,7.31,0.94,231.8
l89059,2010614,2010943,23.12,0.94,222.23
l89060,2010615,2010616,0.0,0.94,0.0
l89061,2010615,2011013,65.67,0.94,208.64
l89062,2010617,2013439,83.39,0.94,200.58
l89063,2010617,2013573,20.07,0.94,222.13
l89064,2010618,2010876,69.58,0.94,213.56
l89065,2010618,2010968,87.93,0.94,208.44
l89066,2010619,2010620,0.0,0.94,0.0
l89067,2011013,2010619,67.42,0.94,183.06
l89068,2010619,2011055,34.55,0.94,192.41
l89069,2010621,2010622,0.0,0.94,0.0
l89070,2010621,2010623,0.0,0.94,0.0
l89071,2010627,2010623,20.83,0.94,229.78
l89072,2010623,2010818,4.5,0.94,241.53
l89073,2010624,2010625,0.0,0.94,0.0
l89074,2010624,2010659,39.05,0.94,218.06
l89075,2010624,2011057,14.18,0.94,228.84
l89076,2010626,2010868,42.4,0.94,215.11
l89077,2010626,2011055,24.41,0.94,225.19
l89078,2010627,2010629,31.86,0.94,203.44
l89079,2010628,2010630,11.17,0.94,161.72
l89080,2010633,2010628,21.86,0.94,154.34
l89081,2010628,2010676,49.95,0.94,224.09
l89082,2010629,2010634,32.9,0.94,161.58
l89083,2010630,2010790,36.87,0.94,222.08
l89084,2010631,2010632,0.0,0.94,0.0
l89085,2010632,2010636,16.5,0.94,234.7
l89086,2010971,2010632,15.79,0.94,249.65
l89087,2010633,2010868,8.2,0.94,222.8
l89088,2010971,2010634,30.73,0.94,219.13
l89089,2010636,2010635,4.48,0.94,219.58
l89090,2010635,2010647,4.2,0.94,202.37
l89091,2010636,2010637,0.0,0.94,0.0
l89092,2010650,2010636,2.85,0.94,218.25
l89093,2010644,2010638,3.52,0.94,186.01
l89094,2010638,2010648,5.62,0.94,221.81
l89095,2010779,2010638,5.94,0.94,166.25
l89096,2010639,2010640,0.0,0.94,0.0
l89097,2010640,2010641,8.91,0.94,224.01
l89098,2010640,2010665,13.33,0.94,181.15
l89099,2010641,2010665,5.42,0.94,228.3
l89100,2010871,2010641,0.65,0.94,266.99
l89101,2010642,2010643,0.0,0.94,0.0
l89102,2010642,2010644,0.0,0.94,0.0
l89103,2010968,2010644,4.27,0.94,207.62
l89104,2010645,2010646,0.0,0.94,0.0
l89105,2010645,2010826,24.44,0.94,209.27
l89106,2074011,2010645,33.72,0.94,197.52
l89107,2010652,2010647,10.16,0.94,232.33
l89108,2010656,2010648,9.34,0.94,180.89
l89109,2010648,2010662,2.94,0.94,253.87
l89110,2010651,2010649,2.4,0.94,212.48
l89111,2010649,2010662,11.49,0.94,239.14
l89112,2010871,2010650,3.0,0.94,243.49
l89113,2010651,2010779,4.2,0.94,203.6
l89114,2010652,2010658,15.2,0.94,222.38
l89115,2010652,2074021,30.37,0.94,214.61
l89116,2010653,2010654,0.0,0.94,0.0
l89117,2010662,2010654,3.08,0.94,275.94
l89118,2010654,2010671,6.85,0.94,217.98
l89119,2010654,2074002,30.31,0.94,238.21
l89120,2010655,2010656,0.0,0.94,0.0
l89121,2010656,2010662,9.62,0.94,216.62
l89122,2010657,2010665,2.75,0.94,171.41
l89123,2010657,2010671,9.1,0.94,222.5
l89124,2010666,2010658,10.9,0.94,229.88
l89125,2010659,2074014,35.36,0.94,195.82
l89126,2010660,2010679,12.05,0.94,202.59
l89127,2010660,2010871,6.64,0.94,205.79
l89128,2010662,2010661,0.0,0.99,521.12
l89129,2010661,2010663,0.0,0.98,0.0
l89130,2010661,2010664,0.0,0.98,0.0
l89131,2010970,2010661,48.3,0.98,1100.0
l89132,2010793,2010663,48.43,0.98,1038.29
l89133,2010663,2074234,108.32,0.98,1220.24
l89134,2010666,2010667,0.0,0.94,0.0
l89135,2010666,2074300,25.3,0.94,236.89
l89136,2010674,2010668,4.12,0.94,179.21
l89137,2010668,2010678,13.89,0.94,236.5
l89138,2010669,2010826,8.73,0.94,223.36
l89139,2074011,2010669,27.0,0.94,182.95
l89140,2010670,2010826,19.91,0.94,229.65
l89141,2010670,2074027,33.82,0.94,189.01
l89142,2010671,2074025,24.73,0.94,216.0
l89143,2010672,2074300,11.14,0.94,212.82
l89144,2010672,2077184,114.12,0.94,229.49
l89145,2010679,2010673,19.52,0.94,196.17
l89146,2074006,2010673,10.51,0.94,226.13
l89147,2010674,2010675,0.0,0.94,0.0
l89148,2010674,2010679,7.71,0.94,189.78
l89149,2010676,2010677,0.0,0.94,0.0
l89150,2010676,2010790,47.2,0.94,234.74
l89151,2010676,2074003,20.2,0.94,201.11
l89152,2010678,2074241,21.11,0.94,248.71
l89153,2010679,2074024,29.05,0.94,211.06
l89154,2010681,2010680,0.0,0.99,1409.3
l89155,2010680,2010683,0.0,0.99,1374.96
l89156,2010680,2010684,0.0,0.99,1371.62
l89157,2010680,2010685,0.0,0.99,1369.65
l89158,2010680,2010686,0.0,0.99,1369.55
l89159,2010680,2010687,0.0,0.99,1369.41
l89160,2010680,2010688,0.0,0.99,1368.2
l89161,2010680,2010812,47.96,0.99,4069.09
l89162,2010680,2010905,25.79,0.99,3916.79
l89163,2011000,2010680,116.86,0.99,4131.05
l89164,2010682,2010681,0.0,0.99,427.61
l89165,2010681,2010689,0.0,0.99,246.76
l89166,2010681,2010915,25.79,0.98,1037.07
l89167,2010690,2010691,0.0,0.99,128.57
l89168,2010690,2010692,0.0,0.94,0.0
l89169,2010690,2010984,9.4,0.94,207.33
l89170,2010690,2011068,0.47,0.94,215.94
l89171,2010693,2010696,0.0,0.99,305.9
l89172,2010693,2010863,25.29,0.94,167.02
l89173,2010694,2010696,0.0,0.99,153.0
l89174,2010695,2010696,0.0,0.99,153.0
l89175,2010698,2010697,0.0,0.99,411.67
l89176,2010697,2010699,0.0,0.99,420.33
l89177,2010697,2010700,0.0,0.98,0.0
l89178,2010697,2010701,0.0,0.98,0.0
l89179,2010701,2010718,50.65,0.98,1199.55
l89180,2010701,2010979,38.05,0.98,1197.59
l89181,2010702,2010703,0.0,0.99,177.19
l89182,2010702,2010704,0.0,0.94,0.0
l89183,2010702,2010705,0.0,0.94,0.0
l89184,2010702,2010706,0.0,0.94,0.0
l89185,2010705,2011002,7.86,0.94,138.48
l89186,2010705,2013380,60.12,0.94,266.68
l89187,2010708,2010707,0.0,0.99,1500.23
l89188,2010707,2010710,0.0,0.99,1518.59
l89189,2010707,2010711,0.0,0.99,1517.03
l89190,2010707,2010712,0.0,0.99,1515.27
l89191,2010707,2010713,0.0,0.99,1513.23
l89192,2010707,2010714,0.0,0.99,1509.97
l89193,2010707,2010715,0.0,0.99,1505.34
l89194,2010707,2010716,0.0,0.99,0.0
l89195,2010709,2010708,0.0,0.99,522.31
l89196,2010718,2010708,25.84,0.98,1094.29
l89197,2011075,2010708,56.09,0.98,1258.58
l89198,2010716,2010717,25.84,0.99,4009.72
l89199,2010716,2010734,163.87,0.99,4230.58
l89200,2010716,2011011,109.24,0.99,4243.33
l89201,2010718,2010717,0.0,0.99,1453.13
l89202,2010717,2010722,0.0,0.99,1223.71
l89203,2010717,2010723,0.0,0.99,1223.22
l89204,2010717,2010724,0.0,0.99,1221.95
l89205,2010717,2010725,0.0,0.99,1216.91
l89206,2010717,2010726,0.0,0.99,1216.82
l89207,2010717,2010727,0.0,0.99,1216.07
l89208,2010717,2010861,219.72,0.99,4141.28
l89209,2010717,2010892,213.9,0.99,4081.31
l89210,2010905,2010717,53.4,0.99,3936.47
l89211,2010717,2011074,68.94,0.99,4192.26
l89212,2010718,2010721,0.0,0.99,468.1
l89213,2010719,2010721,0.0,0.99,393.1
l89214,2010720,2010721,0.0,0.99,75.0
l89215,2010729,2010728,0.0,0.99,472.2
l89216,2010728,2010748,162.19,0.98,1373.72
l89217,2010769,2010728,98.55,0.98,1335.66
l89218,2010730,2010733,0.0,0.99,547.0
l89219,2010731,2010733,0.0,0.99,422.0
l89220,2011010,2010731,7.27,0.94,210.97
l89221,2010732,2010733,0.0,0.99,125.0
l89222,2010735,2010734,0.0,0.99,1777.25
l89223,2010735,2010734,0.0,0.99,1777.25
l89224,2010735,2010734,0.0,0.99,1777.25
l89225,2010734,2010737,0.0,0.99,1367.63
l89226,2010734,2010738,0.0,0.99,1366.92
l89227,2010734,2010861,52.49,0.99,4058.84
l89228,2010736,2010735,0.0,0.99,635.96
l89229,2010736,2010735,0.0,0.99,635.96
l89230,2010736,2010735,0.0,0.99,635.96
l89231,2010735,2010838,20.56,0.98,1391.4
l89232,2010837,2010736,0.72,0.94,313.07
l89233,2010740,2010739,0.0,0.99,1461.79
l89234,2010739,2010742,0.0,0.99,1100.75
l89235,2010739,2010743,0.0,0.99,1092.82
l89236,2010739,2010744,0.0,0.99,1088.73
l89237,2013666,2010739,50.55,0.99,3975.91
l89238,2010741,2010740,0.0,0.99,443.91
l89239,2010813,2010740,14.97,0.98,1330.97
l89240,2010862,2010740,55.41,0.98,1129.14
l89241,2010741,2010935,4.4,0.94,239.1
l89242,2010745,2010746,0.0,0.99,117.0
l89243,2010907,2010745,18.48,0.94,182.56
l89244,2010748,2010747,0.0,0.99,1568.88
l89245,2010747,2010750,0.0,0.99,1751.97
l89246,2010747,2010751,0.0,0.99,1746.69
l89247,2010747,2010752,0.0,0.99,1744.98
l89248,2010747,2010753,0.0,0.99,1744.39
l89249,2010747,2010754,0.0,0.99,1741.07
l89250,2010747,2010755,0.0,0.99,1741.0
l89251,2010747,2010916,133.62,0.99,4211.49
l89252,2011011,2010747,49.53,0.99,4182.56
l89253,2010747,2011074,17.59,0.99,3989.97
l89254,2010749,2010748,0.0,0.99,383.66
l89255,2010748,2011075,17.59,0.98,1221.53
l89256,2010757,2010756,0.0,0.99,342.9
l89257,2010862,2010756,12.95,0.98,1149.78
l89258,2010928,2010756,28.15,0.98,1177.14
l89259,2010759,2010758,0.0,0.99,445.0
l89260,2010769,2010758,42.52,0.98,1170.86
l89261,2010758,2010917,53.55,0.98,1235.83
l89262,2010761,2010760,0.0,0.99,492.83
l89263,2010760,2010762,0.0,0.98,0.0
l89264,2010760,2010763,0.0,0.98,0.0
l89265,2010760,2010764,0.0,0.98,0.0
l89266,2010760,2010765,0.0,0.98,0.0
l89267,2010761,2013335,12.95,0.94,222.55
l89268,2010761,2013350,3.35,0.94,242.12
l89269,2013302,2010762,13.47,0.98,1369.2
l89270,2013340,2010762,12.56,0.98,1198.32
l89271,2010762,2013621,98.94,0.98,1390.95
l89272,2010762,2013667,36.77,0.98,1305.33
l89273,2010767,2010766,0.0,0.99,349.08
l89274,2010766,2010768,0.0,0.99,582.49
l89275,2010766,2011056,19.85,0.98,1103.19
l89276,2013438,2010766,36.39,0.98,1221.54
l89277,2013432,2010767,36.39,0.94,216.62
l89278,2010770,2010769,0.0,0.99,387.62
l89279,2010769,2010771,0.0,0.99,338.29
l89280,2010769,2010772,0.0,0.99,336.68
l89281,2010769,2010773,0.0,0.99,335.58
l89282,2010769,2010774,0.0,0.99,332.79
l89283,2010917,2010769,11.03,0.98,1376.23
l89284,2011037,2010770,35.81,0.94,239.88
l89285,2010775,2010776,0.0,0.99,84.98
l89286,2010775,2010777,0.0,0.94,0.0
l89287,2010777,2010894,0.88,0.94,231.68
l89288,2010778,2010779,0.0,0.94,0.0
l89289,2010778,2010780,0.0,0.94,0.0
l89290,2010781,2010782,0.0,0.99,70.82
l89291,2010781,2010783,0.0,0.99,29.87
l89292,2011036,2010781,4.77,0.94,217.96
l89293,2010785,2010784,0.0,0.99,469.32
l89294,2010784,2010786,0.0,0.98,0.0
l89295,2010784,2010787,0.0,0.98,0.0
l89296,2010784,2010788,0.0,0.98,0.0
l89297,2010786,2011034,17.37,0.98,1127.73
l89298,2010893,2010788,32.48,0.98,995.83
l89299,2010790,2010789,0.0,0.99,409.3
l89300,2010789,2010791,0.0,0.99,432.39
l89301,2010789,2010792,0.0,0.98,0.0
l89302,2010789,2010793,0.0,0.98,0.0
l89303,2010825,2010793,55.41,0.98,1030.17
l89304,2010795,2010794,0.0,0.99,400.14
l89305,2010794,2010796,0.0,0.99,325.83
l89306,2010794,2010797,0.0,0.99,403.19
l89307,2010794,2010799,0.0,0.98,0.0
l89308,2010795,2010798,0.0,0.99,75.8
l89309,2010893,2010799,9.29,0.98,1295.51
l89310,2010800,2010933,20.83,0.94,241.12
l89311,2010800,2013458,31.7,0.94,219.01
l89312,2013517,2010800,15.6,0.94,227.08
l89313,2010801,2010804,0.0,0.99,166.9
l89314,2010801,2010866,7.61,0.94,224.39
l89315,2010802,2010804,0.0,0.99,83.5
l89316,2010803,2010804,0.0,0.99,83.5
l89317,2010805,2010806,0.0,0.99,118.56
l89318,2010805,2010807,0.0,0.99,118.56
l89319,2010918,2010805,5.13,0.94,212.05
l89320,2010809,2010808,0.0,0.99,1314.67
